review,rating,date,bank,source,sentiment_score,sentiment_label,top_keywords,themes
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",UI/UX
thank you,4,2025-04-30,Dashen,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
great app,5,2025-04-30,Dashen,Google Play,0.6249,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
bad.,1,2025-04-30,Dashen,Google Play,-0.5423,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Dashen bank always one step ahead,5,2025-04-30,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
dashen super app is secure band very easy,5,2025-04-29,Dashen,Google Play,0.8588,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen,Google Play,0.7225,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
best app I have ever seen,5,2025-04-29,Dashen,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
best of best,5,2025-04-29,Dashen,Google Play,0.8555,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
waw,5,2025-04-28,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
best app,5,2025-04-28,Dashen,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Performance
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Dashen,Google Play,0.7156,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
wow appl,5,2025-04-28,Dashen,Google Play,0.5859,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen,Google Play,0.0772,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
very nice,5,2025-04-26,Dashen,Google Play,0.4754,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
great,4,2025-04-26,Dashen,Google Play,0.6249,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
pis,4,2025-04-26,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
It is one of the best app ever use it and do it,5,2025-04-26,Dashen,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen,Google Play,0.5994,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Performance
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen,Google Play,0.34,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",UI/UX
Very easy and Fast.,5,2025-04-24,Dashen,Google Play,0.4927,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",UI/UX
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen,Google Play,-0.7156,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
execellent,5,2025-04-24,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Dashen,Google Play,0.923,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it is incredible product.,5,2025-04-23,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Dashen,Google Play,0.8461,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",UI/UX
ok,5,2025-04-23,Dashen,Google Play,0.296,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"It's an amazing app, experience it!!",5,2025-04-23,Dashen,Google Play,0.658,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen,Google Play,0.7717,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
It is the best application!!!,5,2025-04-22,Dashen,Google Play,0.7249,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
its features are so dynamic,5,2025-04-22,Dashen,Google Play,0.5214,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
fast &Friendly user Application.,5,2025-04-22,Dashen,Google Play,0.4939,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen,Google Play,0.4939,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen,Google Play,0.9042,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen,Google Play,0.7906,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,5,2025-04-22,Dashen,Google Play,0.8591,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Great for everyday banking and payments on the go,5,2025-04-22,Dashen,Google Play,0.6249,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,Dashen,Google Play,0.9153,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",UI/UX
making transactions has never been easier. the new update is just amazing,5,2025-04-22,Dashen,Google Play,0.3544,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,Dashen,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,Dashen,Google Play,0.7269,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",UI/UX
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Convenient!,5,2025-04-22,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
